pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_radj,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass
Kepler-288 d,Kepler-288,1,3,Transit,2014,56.6388791,,,,0,508,5918,1.07,0.93
Kepler-288 d,Kepler-288,1,3,Transit,2014,56.6388791,,,,0,508,5918,1.07,0.93
Kepler-288 d,Kepler-288,1,3,Transit,2014,,0.231,,,,,5698,1.07,
Kepler-288 d,Kepler-288,1,3,Transit,2014,56.63849917,,,,,,5670,1.11,1.01
Kepler-288 d,Kepler-288,1,3,Transit,2014,56.639,0.315,,,,,5837,1.02,1.03
Kepler-288 d,Kepler-288,1,3,Transit,2014,56.633742,0.238,,,,,5918,1.09,
Kepler-288 d,Kepler-288,1,3,Transit,2014,56.6344,,,,0,492,5661,1.15,1.08
Kepler-289 b,Kepler-289,1,3,Transit,2014,,0.216,,,,,5989,1.01,
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.543901,0.217,,,,,5930,1.16,
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.5439452,,,,0,607,5933,1.11,1
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.54398442,,,,,,5968.88,1.06,1.1
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.54390732,,,,,,5968.88,1.06,1.1
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.544,0.219,,,,,6001,1.13,1.08
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.54363,,,,0,755,6260,1.64,1.17
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.5438464,,,,0,750,6279,1.6,1.16
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.5438464,,,,0,750,6279,1.6,1.16
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.5438464,,,,0,750,6279,1.6,1.16
Kepler-289 b,Kepler-289,1,3,Transit,2014,34.545,0.192,7.3,4.1,,,5990,1,1.08
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.8518,1.034,132,0.47,,,5990,1,1.08
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.86540191,,,,0,394,5933,1.11,1
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.865,1.03,133,,,,6326,1.46,1.35
Kepler-289 c,Kepler-289,1,3,Transit,2014,,1,,,,,5989,1.01,
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.866438,1.163,,,,,5930,1.16,
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.865,1.139,,,,,6001,1.13,1.08
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.86526539,,,,,,5968.88,1.06,1.1
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.86546,,,,0,491,6260,1.64,1.17
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.86543389,,,,0,487,6279,1.6,1.16
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.86543389,,,,0,487,6279,1.6,1.16
Kepler-289 c,Kepler-289,1,3,Transit,2014,125.86543389,,,,0,487,6279,1.6,1.16
Kepler-289 d,Kepler-289,1,3,Transit,2014,66.0634,0.239,4,1.2,,,5990,1,1.08
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.3392924,,,,0,776,5716,0.87,0.97
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.3392924,,,,0,776,5716,0.87,0.97
Kepler-29 b,Kepler-29,1,2,Transit,2011,,0.228,,,,,5378,0.75,
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.3384,0.299,4.51,0.65,,,5701,0.93,0.98
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.3392924,,,,0,776,5716,0.87,0.97
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.3392385,,,,,,5358.15,0.82,0.93
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.339,,,,,,5358.15,0.82,0.93
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.3392408,,,,0,777,5730,0.87,0.97
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.338082,,,,0,825,5966,0.92,1.03
Kepler-29 b,Kepler-29,1,2,Transit,2011,10.3376,0.321,127.1,,,,5750,0.96,1
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.2907,0.259,95.3,,,,5750,0.96,1
Kepler-29 c,Kepler-29,1,2,Transit,2011,,0.213,,,,,5378,0.75,
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.28706214,,,,,,5358.15,0.82,0.93
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.28689074,,,,0,714,5716,0.87,0.97
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.28689074,,,,0,714,5716,0.87,0.97
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.28689074,,,,0,714,5716,0.87,0.97
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.28689997,,,,0,715,5730,0.87,0.97
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.287,,,,,,5358.15,0.82,0.93
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.2884,0.28,4,0.7,,,5701,0.93,0.98
Kepler-29 c,Kepler-29,1,2,Transit,2011,13.28992,,,,0,759,5966,0.92,1.03
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.58932462,,,,0,596,5153,0.76,0.85
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.58932429,,,,0,594,5142,0.76,0.84
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.58936813,,,,,,4881,0.71,0.8
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.58917182,,,,,,4881,0.71,0.8
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.58932462,,,,0,596,5153,0.76,0.85
Kepler-290 b,Kepler-290,1,2,Transit,2014,,0.194,,,,,4962,0.71,
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.589,0.189,,,,,4958,0.75,0.79
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.589501,,,,0,575,5115,0.7,0.8
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.58932462,,,,0,596,5153,0.76,0.85
Kepler-290 b,Kepler-290,1,2,Transit,2014,14.589347,0.201,,,,,5147,0.74,
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.77019,,,,0,422,5115,0.7,0.8
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.7704731,,,,0,438,5153,0.76,0.85
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.77031,0.241,,,,,5147,0.74,
Kepler-290 c,Kepler-290,1,2,Transit,2014,,0.237,,,,,4962,0.71,
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.77042443,,,,,,4881,0.71,0.8
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.77045659,,,,,,4881,0.71,0.8
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.7704731,,,,0,438,5153,0.76,0.85
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.77,0.299,,,,,4958,0.75,0.79
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.7704935,,,,0,437,5142,0.76,0.84
Kepler-290 c,Kepler-290,1,2,Transit,2014,36.7704731,,,,0,438,5153,0.76,0.85
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.54654173,,,,,,5482,1.2,0.96
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.546511,0.193,,,,,6002,1.02,
Kepler-291 b,Kepler-291,1,2,Transit,2014,,0.243,,,,,5637,1.23,
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.546534,,,,0,1164,5934,0.91,1.01
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.547,0.17,,,,,5536,0.87,0.9
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.54653414,,,,0,1212,5993,0.99,1.09
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.54653414,,,,0,1212,5993,0.99,1.09
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.54653181,,,,0,1212,5993,0.99,1.09
Kepler-291 b,Kepler-291,1,2,Transit,2014,3.54653414,,,,0,1212,5993,0.99,1.09
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.70071153,,,,0,1034,5993,0.99,1.09
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.70071153,,,,0,1034,5993,0.99,1.09
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.70071153,,,,0,1034,5993,0.99,1.09
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.70070626,,,,0,1035,5993,0.99,1.09
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.700786,0.168,,,,,6002,1.02,
Kepler-291 c,Kepler-291,1,2,Transit,2014,,0.227,,,,,5637,1.23,
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.70072513,,,,,,5482,1.2,0.96
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.70078,,,,0,994,5934,0.91,1.01
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.701,0.153,,,,,5536,0.87,0.9
Kepler-292 b,Kepler-292,1,5,Transit,2014,2.580788,,,,0,1205,5447,0.88,0.83
Kepler-292 b,Kepler-292,1,5,Transit,2014,2.58082149,,,,0,1229,5513,0.92,0.92
Kepler-292 b,Kepler-292,1,5,Transit,2014,2.58082149,,,,0,1229,5513,0.92,0.92
Kepler-292 b,Kepler-292,1,5,Transit,2014,,0.12,,,,,5248,0.83,
Kepler-292 b,Kepler-292,1,5,Transit,2014,2.581,0.126,,,,,5282,0.81,0.85
Kepler-292 b,Kepler-292,1,5,Transit,2014,2.58081782,,,,,,5193,0.84,0.88
Kepler-292 b,Kepler-292,1,5,Transit,2014,2.58082149,,,,0,1229,5513,0.92,0.92
Kepler-292 b,Kepler-292,1,5,Transit,2014,2.58083264,,,,0,1130,5296,0.81,0.82
Kepler-292 b,Kepler-292,1,5,Transit,2014,2.580827,0.118,,,,,5299,0.83,
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.715335,0.131,,,,,5299,0.83,
Kepler-292 c,Kepler-292,1,5,Transit,2014,,0.134,,,,,5248,0.83,
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.71539942,,,,,,5193,0.84,0.88
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.715,0.142,,,,,5282,0.81,0.85
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.715345,,,,0,1075,5447,0.88,0.83
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.71545593,,,,0,1001,5296,0.81,0.82
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.71545391,,,,0,1088,5513,0.92,0.92
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.71545391,,,,0,1088,5513,0.92,0.92
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.71545391,,,,0,1088,5513,0.92,0.92
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.055679,0.199,,,,,5299,0.83,
Kepler-292 d,Kepler-292,1,5,Transit,2014,,0.195,,,,,5248,0.83,
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.0556584,,,,0,808,5296,0.81,0.82
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.0556671,,,,0,879,5513,0.92,0.92
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.056,0.205,,,,,5282,0.81,0.85
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.0556671,,,,0,879,5513,0.92,0.92
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.055652,,,,0,864,5447,0.88,0.83
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.05568327,,,,,,5193,0.84,0.88
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.05564542,,,,,,5193,0.84,0.88
Kepler-292 d,Kepler-292,1,5,Transit,2014,7.0556671,,,,0,879,5513,0.92,0.92
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.97884409,,,,0,678,5296,0.81,0.82
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.97877778,,,,,,5193,0.84,0.88
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.97868371,,,,,,5193,0.84,0.88
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.978822,,,,0,737,5513,0.92,0.92
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.979,0.228,,,,,5282,0.81,0.85
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.97901,0.238,,,,,5299,0.83,
Kepler-292 e,Kepler-292,1,5,Transit,2014,,0.193,,,,,5248,0.83,
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.97865,,,,0,727,5447,0.88,0.83
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.978822,,,,0,737,5513,0.92,0.92
Kepler-292 e,Kepler-292,1,5,Transit,2014,11.978822,,,,0,737,5513,0.92,0.92
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.8342947,,,,0,613,5513,0.92,0.92
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.83428,,,,0,602,5447,0.88,0.83
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.8342947,,,,0,613,5513,0.92,0.92
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.8342947,,,,0,613,5513,0.92,0.92
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.83419383,,,,,,5193,0.84,0.88
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.834237,0.21,,,,,5299,0.83,
Kepler-292 f,Kepler-292,1,5,Transit,2014,,0.207,,,,,5248,0.83,
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.834,0.229,,,,,5282,0.81,0.85
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.83433285,,,,,,5193,0.84,0.88
Kepler-292 f,Kepler-292,1,5,Transit,2014,20.8341497,,,,0,563,5296,0.81,0.82
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.254,0.258,,,,,5547,0.92,0.94
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.25405306,,,,0,657,5798,0.94,1.04
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.25405306,,,,0,657,5798,0.94,1.04
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.25404023,,,,0,657,5798,0.94,1.04
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.2540693,,,,,,5412,0.87,0.94
Kepler-293 b,Kepler-293,1,2,Transit,2014,,0.245,,,,,5483,0.85,
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.25404056,,,,,,5412,0.87,0.94
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.25416,,,,0,624,5714,0.85,0.95
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.25405306,,,,0,657,5798,0.94,1.04
Kepler-293 b,Kepler-293,1,2,Transit,2014,19.254196,0.274,,,,,5804,0.96,
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.155743,0.342,,,,,5804,0.96,
Kepler-293 c,Kepler-293,1,2,Transit,2014,,0.313,,,,,5483,0.85,
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.156,0.329,,,,,5547,0.92,0.94
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.15626716,,,,,,5412,0.87,0.94
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.15639829,,,,,,5412,0.87,0.94
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.15784,,,,0,442,5714,0.85,0.95
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.1561078,,,,0,466,5798,0.94,1.04
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.1561078,,,,0,466,5798,0.94,1.04
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.1558384,,,,0,466,5798,0.94,1.04
Kepler-293 c,Kepler-293,1,2,Transit,2014,54.1561078,,,,0,466,5798,0.94,1.04
Kepler-294 b,Kepler-294,1,2,Transit,2014,,0.149,,,,,5513,0.94,
Kepler-294 b,Kepler-294,1,2,Transit,2014,3.70119732,,,,,,5459,0.94,0.95
Kepler-294 b,Kepler-294,1,2,Transit,2014,3.701,0.154,,,,,5559,0.93,0.95
Kepler-294 b,Kepler-294,1,2,Transit,2014,3.701311,,,,0,1129,5870,0.89,0.99
Kepler-294 b,Kepler-294,1,2,Transit,2014,3.70120482,,,,0,1162,5910,0.94,1.03
Kepler-294 b,Kepler-294,1,2,Transit,2014,3.70122061,,,,0,1087,5616,0.9,1.01
Kepler-294 b,Kepler-294,1,2,Transit,2014,3.70120482,,,,0,1162,5910,0.94,1.03
Kepler-294 b,Kepler-294,1,2,Transit,2014,3.701212,0.158,,,,,5913,0.98,
Kepler-294 b,Kepler-294,1,2,Transit,2014,3.70120482,,,,0,1162,5910,0.94,1.03
Kepler-294 c,Kepler-294,1,2,Transit,2014,,0.235,,,,,5513,0.94,
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.6264,0.242,,,,,5913,0.98,
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.62642692,,,,,,5459,0.94,0.95
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.626,0.244,,,,,5559,0.93,0.95
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.62641755,,,,,,5459,0.94,0.95
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.626389,,,,0,932,5870,0.89,0.99
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.62643626,,,,0,957,5910,0.94,1.03
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.62643626,,,,0,957,5910,0.94,1.03
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.62643441,,,,0,895,5616,0.9,1.01
Kepler-294 c,Kepler-294,1,2,Transit,2014,6.62643626,,,,0,957,5910,0.94,1.03
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.64504291,,,,0,741,5607,0.89,0.8
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.6450451,,,,0,741,5607,0.89,0.8
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.6450451,,,,0,741,5607,0.89,0.8
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.6450451,,,,0,741,5607,0.89,0.8
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.64481,,,,0,752,5631,0.94,0.89
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.645,0.125,,,,,5411,0.86,0.89
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.64506533,,,,,,5327,2.38,
Kepler-295 b,Kepler-295,1,3,Transit,2014,,0.369,,,,,5253,2.36,
Kepler-295 b,Kepler-295,1,3,Transit,2014,12.645164,0.109,,,,,5603,0.9,
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.5262569,,,,0,620,5607,0.89,0.8
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.5262569,,,,0,620,5607,0.89,0.8
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.5262958,,,,0,621,5607,0.89,0.8
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.526258,0.104,,,,,5603,0.9,
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.5262569,,,,0,620,5607,0.89,0.8
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.526,0.1,,,,,5411,0.86,0.89
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.5266551,,,,,,5327,2.38,
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.52648147,,,,,,5327,2.38,
Kepler-295 c,Kepler-295,1,3,Transit,2014,21.52651,,,,0,631,5631,0.94,0.89
Kepler-295 c,Kepler-295,1,3,Transit,2014,,0.323,,,,,5253,2.36,
Kepler-295 d,Kepler-295,1,3,Transit,2014,,0.413,,,,,5253,2.36,
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.88470104,,,,,,5327,2.38,
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.88451892,,,,,,5327,2.38,
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.885,0.125,,,,,5411,0.86,0.89
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.88489,,,,0,541,5631,0.94,0.89
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.88489343,,,,,,5327,2.38,
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.88489343,,,,,,5327,2.38,
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.884054,0.121,,,,,5603,0.9,
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.8845825,,,,0,533,5607,0.89,0.8
Kepler-295 d,Kepler-295,1,3,Transit,2014,33.88489343,,,,,,5327,2.38,
Kepler-296 b,Kepler-296,2,5,Transit,2014,10.8644095,,,,0,363,3526,0.38,0.39
Kepler-296 b,Kepler-296,2,5,Transit,2014,10.86443187,,,,0,358,3517,0.37,0.38
Kepler-296 b,Kepler-296,2,5,Transit,2014,10.86443187,,,,0,358,3517,0.37,0.38
Kepler-296 b,Kepler-296,2,5,Transit,2014,10.86443187,,,,0,358,3517,0.37,0.38
Kepler-296 b,Kepler-296,2,5,Transit,2014,10.86431,,,,0,434,3862,0.5,0.52
Kepler-296 b,Kepler-296,2,5,Transit,2014,3.621457,0.084,,,,,4249,0.56,
Kepler-296 b,Kepler-296,2,5,Transit,2014,,0.088,,,,,3622,0.45,0.48
Kepler-296 b,Kepler-296,2,5,Transit,2014,,0.192,,3,,495,3821,0.59,0.63
Kepler-296 b,Kepler-296,2,5,Transit,2014,3.621387,0.09,,,,515,3517,0.37,0.38
Kepler-296 b,Kepler-296,2,5,Transit,2014,3.622,0.042,,,,,3424,0.22,0.21
Kepler-296 b,Kepler-296,2,5,Transit,2014,10.864384,0.144,,,0.33,,3740,0.48,0.5
Kepler-296 b,Kepler-296,2,5,Transit,2014,10.864,3.145,,,,,3558,0.37,0.38
Kepler-296 b,Kepler-296,2,5,Transit,2014,10.86437311,,,,,,,,
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.842,0.136,,,,,3558,0.37,0.38
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.841648,0.192,,,,,4249,0.56,
Kepler-296 c,Kepler-296,2,5,Transit,2014,,0.299,,1.2,,606,3821,0.59,0.63
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.84161806,0.136,,,,439,3517,0.37,0.38
Kepler-296 c,Kepler-296,2,5,Transit,2014,,0.154,,,,,3622,0.45,0.48
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.842,0.075,,,,,3424,0.22,0.21
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.8416366,0.178,,,0.33,,3740,0.48,0.5
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.84163661,,,,0,446,3526,0.38,0.39
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.84164124,,,,0,440,3517,0.37,0.38
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.84164124,,,,0,440,3517,0.37,0.38
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.84164124,,,,0,440,3517,0.37,0.38
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.841641,,,,0,533,3862,0.5,0.52
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.8416217,,,,,,,,
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.84163878,,,,,,,,
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85,0.082,,,,,3424,0.22,0.21
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85029495,,,,0,297,3526,0.38,0.39
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85028393,,,,0,293,3517,0.37,0.38
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85028393,,,,0,293,3517,0.37,0.38
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85028393,,,,0,293,3517,0.37,0.38
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85025,,,,0,355,3862,0.5,0.52
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.850291,0.186,,,0.33,,3740,0.48,0.5
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85028349,,,,,,,,
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.850242,0.203,,,,,4249,0.56,
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85037041,0.129,,,,292,3517,0.37,0.38
Kepler-296 d,Kepler-296,2,5,Transit,2014,,0.24,,1.9,,403,3821,0.59,0.63
Kepler-296 d,Kepler-296,2,5,Transit,2014,,0.167,,,,,3622,0.45,0.48
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85028256,,,,,,,,
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.85,0.147,,,,,3558,0.37,0.38
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.141975,,,,,,,,
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.14247,,,,0,297,3862,0.5,0.52
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.14189,,,,0,244,3517,0.37,0.38
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.14189,,,,0,244,3517,0.37,0.38
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.14189,,,,0,244,3517,0.37,0.38
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.1420506,,,,0,248,3526,0.38,0.39
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.14211,0.136,,,0.33,,3740,0.48,0.5
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.14204,0.132,,,0.1,,3572,0.43,0.45
Kepler-296 e,Kepler-296,2,5,Transit,2014,,0.166,,4.1,,337,3821,0.59,0.63
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.142347,0.156,,,,,4249,0.56,
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.142,0.097,,,,,3558,0.37,0.38
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.14176909,,,,,,,,
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.337,0.108,,,,,3558,0.37,0.38
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.33771411,,,,,,,,
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.33828,,,,0,241,3862,0.5,0.52
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.3366606,,,,0,199,3517,0.37,0.38
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.3366606,,,,0,199,3517,0.37,0.38
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.3354719,,,,0,202,3526,0.38,0.39
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.33627,0.161,,,0.33,,3740,0.48,0.5
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.336,0.156,,,0.12,,3572,0.43,0.45
Kepler-296 f,Kepler-296,2,5,Transit,2014,,0.186,,3.2,,274,3821,0.59,0.63
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.335879,0.16,,,,,4249,0.56,
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.3366606,,,,0,199,3517,0.37,0.38
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.86848956,,,,0,509,5618,0.9,0.85
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.87135,,,,0,575,6138,1.04,1.07
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.86840425,,,,0,579,6150,1.04,1.04
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.86840425,,,,0,579,6150,1.04,1.04
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.871826,0.256,,,,,5619,0.92,
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.868,0.289,48.5,,,,,1.04,1.04
Kepler-297 b,Kepler-297,1,2,Transit,2014,,0.248,,,,,5693,0.89,
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.868,0.269,,,,,5801,0.95,0.98
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.86872408,,,,,,5783,0.89,1.04
Kepler-297 b,Kepler-297,1,2,Transit,2014,38.86840425,,,,0,579,6150,1.04,1.04
Kepler-297 c,Kepler-297,1,2,Transit,2014,74.920137,0.583,,,,,5619,0.92,
Kepler-297 c,Kepler-297,1,2,Transit,2014,74.92768653,,,,0,409,5618,0.9,0.85
Kepler-297 c,Kepler-297,1,2,Transit,2014,,0.564,,,,,5693,0.89,
