pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens
Kepler-6 b,Kepler-6,1,1,Transit,5647.00,1.39,1.21,0.340,[Fe/H],0.299,4.24,3.800,
Kepler-6 b,Kepler-6,1,1,Transit,5640.00,1.29,1.05,0.340,[Fe/H],,4.24,,
Kepler-6 b,Kepler-6,1,1,Transit,5647.00,1.26,1.11,0.340,,,,5.700,
Kepler-6 b,Kepler-6,1,1,Transit,5660.00,1.27,,,,,,,
Kepler-6 b,Kepler-6,1,1,Transit,5647.00,1.26,1.11,0.340,[Fe/H],,4.28,5.700,0.7825
Kepler-6 b,Kepler-6,1,1,Transit,5647.00,1.39,1.21,0.340,[Fe/H],,4.24,,
Kepler-6 b,Kepler-6,1,1,Transit,5640.00,1.29,1.05,0.340,[Fe/H],,4.24,,
Kepler-60 b,Kepler-60,1,3,Transit,,1.45,1.10,,,,,,
Kepler-60 b,Kepler-60,1,3,Transit,5834.00,1.47,,,,,,,
Kepler-60 b,Kepler-60,1,3,Transit,5905.00,1.26,1.04,-0.090,[Fe/H],,,,
Kepler-60 b,Kepler-60,1,3,Transit,5961.00,1.28,1.09,0.050,[Fe/H],,4.26,5.130,
Kepler-60 b,Kepler-60,1,3,Transit,6180.00,1.47,1.12,,,,4.16,5.000,
Kepler-60 b,Kepler-60,1,3,Transit,5862.00,1.31,0.97,-0.100,[Fe/H],,4.19,,
Kepler-60 b,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 b,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 b,Kepler-60,1,3,Transit,5883.00,1.47,1.07,,,2.339,4.13,,0.3353
Kepler-60 b,Kepler-60,1,3,Transit,,,1.00,,,,,,
Kepler-60 b,Kepler-60,1,3,Transit,5915.00,1.50,1.11,,,,4.13,,
Kepler-60 b,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 c,Kepler-60,1,3,Transit,5961.00,1.28,1.09,0.050,[Fe/H],,4.26,5.130,
Kepler-60 c,Kepler-60,1,3,Transit,6180.00,1.47,1.12,,,,4.16,5.000,
Kepler-60 c,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 c,Kepler-60,1,3,Transit,5834.00,1.47,,,,,,,
Kepler-60 c,Kepler-60,1,3,Transit,5915.00,1.50,1.11,,,,4.13,,
Kepler-60 c,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 c,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 c,Kepler-60,1,3,Transit,5883.00,1.47,1.07,,,2.339,4.13,,0.3353
Kepler-60 c,Kepler-60,1,3,Transit,,1.45,1.10,,,,,,
Kepler-60 c,Kepler-60,1,3,Transit,,,1.00,,,,,,
Kepler-60 c,Kepler-60,1,3,Transit,5883.00,1.47,1.07,,,2.339,4.13,,0.3353
Kepler-60 c,Kepler-60,1,3,Transit,5862.00,1.31,0.97,-0.100,[Fe/H],,4.19,,
Kepler-60 c,Kepler-60,1,3,Transit,5905.00,1.26,1.04,-0.090,[Fe/H],,,,
Kepler-60 d,Kepler-60,1,3,Transit,5862.00,1.31,0.97,-0.100,[Fe/H],,4.19,,
Kepler-60 d,Kepler-60,1,3,Transit,,,1.00,,,,,,
Kepler-60 d,Kepler-60,1,3,Transit,5905.00,1.26,1.04,-0.090,[Fe/H],,,,
Kepler-60 d,Kepler-60,1,3,Transit,5834.00,1.47,,,,,,,
Kepler-60 d,Kepler-60,1,3,Transit,5883.00,1.47,1.07,,,2.339,4.13,,0.3353
Kepler-60 d,Kepler-60,1,3,Transit,6180.00,1.47,1.12,,,,4.16,5.000,
Kepler-60 d,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 d,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 d,Kepler-60,1,3,Transit,6200.00,1.45,1.10,-0.100,[Fe/H],,4.16,,
Kepler-60 d,Kepler-60,1,3,Transit,5961.00,1.28,1.09,0.050,[Fe/H],,4.26,5.130,
Kepler-60 d,Kepler-60,1,3,Transit,5915.00,1.50,1.11,,,,4.13,,
Kepler-600 b,Kepler-600,1,1,Transit,5302.00,0.78,0.88,-0.060,[Fe/H],,4.59,,
Kepler-600 b,Kepler-600,1,1,Transit,5302.00,0.78,0.88,-0.060,[Fe/H],,4.59,,
Kepler-600 b,Kepler-600,1,1,Transit,5278.00,0.74,0.84,,,,4.63,0.600,
Kepler-600 b,Kepler-600,1,1,Transit,5238.00,0.82,0.89,,,0.458,4.56,,1.6042
Kepler-600 b,Kepler-600,1,1,Transit,5302.00,0.78,0.88,-0.060,[Fe/H],,4.59,,
Kepler-600 b,Kepler-600,1,1,Transit,5238.00,0.82,0.89,,,0.458,4.56,,1.6042
Kepler-600 b,Kepler-600,1,1,Transit,5308.00,0.82,,,,,,,
Kepler-600 b,Kepler-600,1,1,Transit,5309.00,0.78,0.87,-0.080,[Fe/H],,4.59,,
Kepler-600 b,Kepler-600,1,1,Transit,5279.00,0.81,0.84,-0.090,[Fe/H],,4.56,4.570,
Kepler-601 b,Kepler-601,1,1,Transit,5077.00,0.77,0.81,0.000,[Fe/H],,4.57,,
Kepler-601 b,Kepler-601,1,1,Transit,5207.00,0.72,0.76,-0.320,[Fe/H],,4.59,,
Kepler-601 b,Kepler-601,1,1,Transit,5207.00,0.72,0.76,-0.320,[Fe/H],,4.59,,
Kepler-601 b,Kepler-601,1,1,Transit,5207.00,0.72,0.76,-0.320,[Fe/H],,4.59,,
Kepler-601 b,Kepler-601,1,1,Transit,5048.00,0.77,,,,,,,
Kepler-601 b,Kepler-601,1,1,Transit,5102.59,0.78,0.86,-0.052,[M/H],0.373,4.59,,1.8011
Kepler-601 b,Kepler-601,1,1,Transit,5102.59,0.78,0.86,-0.052,[M/H],0.373,4.59,,1.8011
Kepler-601 b,Kepler-601,1,1,Transit,5160.00,0.79,0.85,-0.020,[Fe/H],,4.57,4.070,
Kepler-601 b,Kepler-601,1,1,Transit,5234.00,0.75,0.81,,,,4.59,5.400,
Kepler-602 b,Kepler-602,1,1,Transit,5554.67,1.57,0.98,-0.254,[M/H],2.120,4.04,,0.2523
Kepler-602 b,Kepler-602,1,1,Transit,5554.67,1.57,0.98,-0.254,[M/H],2.120,4.04,,0.2523
Kepler-602 b,Kepler-602,1,1,Transit,6062.00,1.13,1.08,-0.020,[Fe/H],,4.37,3.160,
Kepler-602 b,Kepler-602,1,1,Transit,5770.00,1.39,,,,,,,
Kepler-602 b,Kepler-602,1,1,Transit,6166.00,1.00,1.09,,,,4.48,0.300,
Kepler-602 b,Kepler-602,1,1,Transit,6170.00,0.99,1.06,-0.160,[Fe/H],,4.47,,
Kepler-602 b,Kepler-602,1,1,Transit,6170.00,0.99,1.06,-0.160,[Fe/H],,4.47,,
Kepler-602 b,Kepler-602,1,1,Transit,6170.00,0.99,1.06,-0.160,[Fe/H],,4.47,,
Kepler-602 b,Kepler-602,1,1,Transit,5763.00,1.37,1.04,0.160,[Fe/H],,4.18,,
Kepler-603 b,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 b,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 b,Kepler-603,1,3,Transit,5956.00,0.92,1.02,,,,4.52,0.600,
Kepler-603 b,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 b,Kepler-603,1,3,Transit,5751.00,1.25,1.02,0.140,[Fe/H],,4.25,,
Kepler-603 b,Kepler-603,1,3,Transit,5854.00,1.60,,,,,,,
Kepler-603 b,Kepler-603,1,3,Transit,5825.00,1.54,1.05,0.310,[M/H],2.464,4.08,,0.2869
Kepler-603 b,Kepler-603,1,3,Transit,5825.00,1.54,1.05,0.310,[M/H],2.464,4.08,,0.2869
Kepler-603 b,Kepler-603,1,3,Transit,5808.00,1.01,1.01,0.030,[Fe/H],,4.43,4.370,
Kepler-603 c,Kepler-603,1,3,Transit,5808.00,1.01,1.01,0.030,[Fe/H],,4.43,4.370,
Kepler-603 c,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 c,Kepler-603,1,3,Transit,5956.00,0.92,1.02,,,,4.52,0.600,
Kepler-603 c,Kepler-603,1,3,Transit,5751.00,1.25,1.02,0.140,[Fe/H],,4.25,,
Kepler-603 c,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 c,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 c,Kepler-603,1,3,Transit,5825.00,1.54,1.05,0.310,[M/H],2.464,4.08,,0.2869
Kepler-603 c,Kepler-603,1,3,Transit,5854.00,1.60,,,,,,,
Kepler-603 c,Kepler-603,1,3,Transit,5825.00,1.54,1.05,0.310,[M/H],2.464,4.08,,0.2869
Kepler-603 d,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 d,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 d,Kepler-603,1,3,Transit,5960.00,0.91,0.98,-0.200,[Fe/H],,4.52,,
Kepler-603 d,Kepler-603,1,3,Transit,5751.00,1.25,1.02,0.140,[Fe/H],,4.25,,
Kepler-603 d,Kepler-603,1,3,Transit,5854.00,1.60,,,,,,,
Kepler-603 d,Kepler-603,1,3,Transit,5808.00,1.01,1.01,0.030,[Fe/H],,4.43,4.370,
Kepler-603 d,Kepler-603,1,3,Transit,5825.00,1.54,1.05,0.310,[M/H],2.464,4.08,,0.2869
Kepler-603 d,Kepler-603,1,3,Transit,5956.00,0.92,1.02,,,,4.52,0.600,
Kepler-604 b,Kepler-604,1,1,Transit,6122.00,0.96,1.04,-0.180,[Fe/H],,4.49,,
Kepler-604 b,Kepler-604,1,1,Transit,5787.00,1.11,1.04,,,1.235,4.37,,0.7693
Kepler-604 b,Kepler-604,1,1,Transit,5787.00,1.11,1.04,,,1.235,4.37,,0.7693
Kepler-604 b,Kepler-604,1,1,Transit,6138.00,1.05,,,,,,,
Kepler-604 b,Kepler-604,1,1,Transit,6122.00,0.96,1.04,-0.180,[Fe/H],,4.49,,
Kepler-604 b,Kepler-604,1,1,Transit,6122.00,0.96,1.04,-0.180,[Fe/H],,4.49,,
Kepler-604 b,Kepler-604,1,1,Transit,6122.00,0.96,1.04,-0.180,[Fe/H],,4.49,,
Kepler-604 b,Kepler-604,1,1,Transit,6133.00,0.99,1.08,,,,4.48,0.400,
Kepler-604 b,Kepler-604,1,1,Transit,5890.00,1.03,1.02,-0.020,[Fe/H],,4.42,3.720,
Kepler-605 b,Kepler-605,1,2,Transit,5462.00,0.88,0.91,0.020,[Fe/H],,4.52,4.470,
Kepler-605 b,Kepler-605,1,2,Transit,5438.00,0.82,0.92,0.020,[Fe/H],,4.57,,
Kepler-605 b,Kepler-605,1,2,Transit,5438.00,0.82,0.92,0.020,[Fe/H],,4.57,,
Kepler-605 b,Kepler-605,1,2,Transit,5438.00,0.82,0.92,0.020,[Fe/H],,4.57,,
Kepler-605 b,Kepler-605,1,2,Transit,5300.00,0.99,0.86,0.180,[Fe/H],,4.38,,
Kepler-605 b,Kepler-605,1,2,Transit,5390.00,0.77,0.87,,,,4.61,0.600,
Kepler-605 b,Kepler-605,1,2,Transit,5432.54,0.85,0.95,0.147,[M/H],0.564,4.56,,1.5578
Kepler-605 b,Kepler-605,1,2,Transit,5432.54,0.85,0.95,0.147,[M/H],0.564,4.56,,1.5578
Kepler-605 b,Kepler-605,1,2,Transit,5350.00,0.87,,,,,,,
Kepler-605 c,Kepler-605,1,2,Transit,5438.00,0.82,0.92,0.020,[Fe/H],,4.57,,
Kepler-605 c,Kepler-605,1,2,Transit,5462.00,0.88,0.91,0.020,[Fe/H],,4.52,4.470,
Kepler-605 c,Kepler-605,1,2,Transit,5350.00,0.87,,,,,,,
Kepler-605 c,Kepler-605,1,2,Transit,5438.00,0.82,0.92,0.020,[Fe/H],,4.57,,
Kepler-605 c,Kepler-605,1,2,Transit,5390.00,0.77,0.87,,,,4.61,0.600,
Kepler-605 c,Kepler-605,1,2,Transit,5432.54,0.85,0.95,0.147,[M/H],0.564,4.56,,1.5578
Kepler-605 c,Kepler-605,1,2,Transit,5300.00,0.99,0.86,0.180,[Fe/H],,4.38,,
Kepler-605 c,Kepler-605,1,2,Transit,5438.00,0.82,0.92,0.020,[Fe/H],,4.57,,
Kepler-606 b,Kepler-606,1,1,Transit,5968.00,1.25,1.09,,,1.796,4.28,,0.5533
Kepler-606 b,Kepler-606,1,1,Transit,6244.00,1.23,,,,,,,
Kepler-606 b,Kepler-606,1,1,Transit,6241.00,1.03,1.09,-0.140,[Fe/H],,4.45,,
Kepler-606 b,Kepler-606,1,1,Transit,6241.00,1.03,1.09,-0.140,[Fe/H],,4.45,,
Kepler-606 b,Kepler-606,1,1,Transit,6242.00,1.05,1.10,-0.100,[Fe/H],,4.44,,
Kepler-606 b,Kepler-606,1,1,Transit,6161.00,1.22,1.13,0.010,[Fe/H],,4.32,2.880,
Kepler-606 b,Kepler-606,1,1,Transit,5968.00,1.25,1.09,,,1.796,4.28,,0.5533
Kepler-606 b,Kepler-606,1,1,Transit,6230.00,1.03,1.11,,,,4.46,0.300,
Kepler-606 b,Kepler-606,1,1,Transit,6241.00,1.03,1.09,-0.140,[Fe/H],,4.45,,
Kepler-607 b,Kepler-607,1,1,Transit,5244.00,0.89,0.81,0.020,[Fe/H],,4.45,,
Kepler-607 b,Kepler-607,1,1,Transit,5244.00,0.89,0.81,0.020,[Fe/H],,4.45,,
Kepler-607 b,Kepler-607,1,1,Transit,5043.00,1.15,0.99,,,,4.31,,
Kepler-607 b,Kepler-607,1,1,Transit,5244.00,0.89,0.81,0.020,[Fe/H],,4.45,,
Kepler-607 b,Kepler-607,1,1,Transit,5196.00,0.80,0.84,-0.020,[Fe/H],,4.56,4.900,
Kepler-607 b,Kepler-607,1,1,Transit,5079.00,0.84,,,,,,,
Kepler-607 b,Kepler-607,1,1,Transit,5330.96,0.76,0.92,-0.029,[M/H],0.415,4.65,,2.1357
Kepler-607 b,Kepler-607,1,1,Transit,5244.00,0.89,0.81,0.020,[Fe/H],,4.45,,
Kepler-608 b,Kepler-608,1,1,Transit,6026.00,1.11,1.04,-0.020,[Fe/H],,4.37,,
Kepler-608 b,Kepler-608,1,1,Transit,6026.00,1.11,1.04,-0.020,[Fe/H],,4.37,,
Kepler-608 b,Kepler-608,1,1,Transit,6030.00,1.03,,,,,,,
Kepler-608 b,Kepler-608,1,1,Transit,5600.66,1.11,0.99,0.133,[M/H],1.099,4.34,,0.7168
Kepler-608 b,Kepler-608,1,1,Transit,5820.00,1.01,1.00,-0.020,[Fe/H],,4.43,3.800,
Kepler-608 b,Kepler-608,1,1,Transit,5600.66,1.11,0.99,0.133,[M/H],1.099,4.34,,0.7168
Kepler-608 b,Kepler-608,1,1,Transit,5993.00,1.10,1.00,,,,4.35,5.800,
Kepler-608 b,Kepler-608,1,1,Transit,6026.00,1.11,1.04,-0.020,[Fe/H],,4.37,,
Kepler-608 b,Kepler-608,1,1,Transit,6026.00,1.11,1.04,-0.020,[Fe/H],,4.37,,
Kepler-609 b,Kepler-609,1,1,Transit,5822.00,0.90,0.99,-0.060,[Fe/H],,4.53,,
Kepler-609 b,Kepler-609,1,1,Transit,5803.00,0.87,0.98,,,,4.55,0.400,
Kepler-609 b,Kepler-609,1,1,Transit,5822.00,0.90,0.99,-0.060,[Fe/H],,4.53,,
Kepler-609 b,Kepler-609,1,1,Transit,5822.00,0.90,0.99,-0.060,[Fe/H],,4.53,,
Kepler-609 b,Kepler-609,1,1,Transit,5666.00,1.12,1.01,,,1.163,4.34,,0.7208
Kepler-609 b,Kepler-609,1,1,Transit,5822.00,0.90,0.99,-0.060,[Fe/H],,4.53,,
Kepler-609 b,Kepler-609,1,1,Transit,5971.00,1.14,1.09,0.060,[Fe/H],,4.36,3.720,
Kepler-609 b,Kepler-609,1,1,Transit,5836.00,1.07,,,,,,,
Kepler-609 b,Kepler-609,1,1,Transit,5666.00,1.12,1.01,,,1.163,4.34,,0.7208
Kepler-61 b,Kepler-61,1,1,Transit,4014.00,0.60,0.60,0.020,[Fe/H],,4.66,,
Kepler-61 b,Kepler-61,1,1,Transit,4014.00,0.60,0.60,0.020,[Fe/H],,4.66,,
Kepler-61 b,Kepler-61,1,1,Transit,4016.00,0.60,0.59,0.020,[Fe/H],,4.66,,
Kepler-61 b,Kepler-61,1,1,Transit,4148.00,0.70,0.65,,,0.132,4.56,,1.8620
Kepler-61 b,Kepler-61,1,1,Transit,4158.00,0.63,0.67,,,-0.971,,,
Kepler-61 b,Kepler-61,1,1,Transit,4017.00,0.62,0.64,0.030,[Fe/H],,,1.000,
Kepler-61 b,Kepler-61,1,1,Transit,4148.00,0.70,0.65,,,0.132,4.56,,1.8620
Kepler-61 b,Kepler-61,1,1,Transit,4196.00,0.55,0.57,,,,4.72,14.000,
Kepler-61 b,Kepler-61,1,1,Transit,3929.00,0.55,0.57,-0.020,[M/H],,,,
Kepler-61 b,Kepler-61,1,1,Transit,4017.00,0.68,,,,,,,
Kepler-61 b,Kepler-61,1,1,Transit,4217.00,0.62,0.65,-0.050,[Fe/H],,4.67,3.630,
Kepler-61 b,Kepler-61,1,1,Transit,4148.00,0.70,0.65,,,0.132,4.56,,1.8620
Kepler-61 b,Kepler-61,1,1,Transit,4014.00,0.60,0.60,0.020,[Fe/H],,4.66,,
Kepler-610 b,Kepler-610,1,2,Transit,5716.00,0.87,,,,,,,
Kepler-610 b,Kepler-610,1,2,Transit,5581.00,0.94,0.99,,,0.776,4.49,,1.1843
Kepler-610 b,Kepler-610,1,2,Transit,5943.00,1.13,1.10,0.120,[Fe/H],,4.37,3.550,
Kepler-610 b,Kepler-610,1,2,Transit,5581.00,0.94,0.99,,,0.776,4.49,,1.1843
Kepler-610 b,Kepler-610,1,2,Transit,5659.00,0.83,0.94,,,,4.57,0.400,
Kepler-610 b,Kepler-610,1,2,Transit,5713.00,0.89,1.01,0.070,[Fe/H],,4.54,,
Kepler-610 b,Kepler-610,1,2,Transit,5713.00,0.89,1.01,0.070,[Fe/H],,4.54,,
Kepler-610 b,Kepler-610,1,2,Transit,5713.00,0.89,1.01,0.070,[Fe/H],,4.54,,
Kepler-610 b,Kepler-610,1,2,Transit,5713.00,0.89,1.01,0.070,[Fe/H],,4.54,,
Kepler-610 c,Kepler-610,1,2,Transit,5713.00,0.89,1.01,0.070,[Fe/H],,4.54,,
Kepler-610 c,Kepler-610,1,2,Transit,5713.00,0.89,1.01,0.070,[Fe/H],,4.54,,
Kepler-610 c,Kepler-610,1,2,Transit,5713.00,0.89,1.01,0.070,[Fe/H],,4.54,,
Kepler-610 c,Kepler-610,1,2,Transit,5716.00,0.87,,,,,,,
Kepler-610 c,Kepler-610,1,2,Transit,5581.00,0.94,0.99,,,0.776,4.49,,1.1843
Kepler-610 c,Kepler-610,1,2,Transit,5581.00,0.94,0.99,,,0.776,4.49,,1.1843
Kepler-610 c,Kepler-610,1,2,Transit,5943.00,1.13,1.10,0.120,[Fe/H],,4.37,3.550,
Kepler-610 c,Kepler-610,1,2,Transit,5659.00,0.83,0.94,,,,4.57,0.400,
Kepler-610 c,Kepler-610,1,2,Transit,5713.00,0.89,1.01,0.070,[Fe/H],,4.54,,
Kepler-611 b,Kepler-611,1,1,Transit,5761.00,1.01,1.01,0.060,[Fe/H],,4.43,4.470,
Kepler-611 b,Kepler-611,1,1,Transit,5709.00,1.59,1.02,,,2.418,4.04,,0.2541
Kepler-611 b,Kepler-611,1,1,Transit,5709.00,1.59,1.02,,,2.418,4.04,,0.2541
Kepler-611 b,Kepler-611,1,1,Transit,5571.00,1.61,,,,,,,
Kepler-611 b,Kepler-611,1,1,Transit,5916.00,0.91,1.01,,,,4.53,0.400,
Kepler-611 b,Kepler-611,1,1,Transit,5984.00,0.98,1.09,0.070,[Fe/H],,4.49,,
Kepler-611 b,Kepler-611,1,1,Transit,5984.00,0.98,1.09,0.070,[Fe/H],,4.49,,
Kepler-611 b,Kepler-611,1,1,Transit,5984.00,0.98,1.09,0.070,[Fe/H],,4.49,,
Kepler-611 b,Kepler-611,1,1,Transit,5573.00,1.33,0.97,0.160,[Fe/H],,4.18,,
Kepler-612 b,Kepler-612,1,1,Transit,5624.00,0.82,0.93,,,,4.57,0.500,
Kepler-612 b,Kepler-612,1,1,Transit,5693.00,0.96,0.98,0.040,[Fe/H],,4.46,4.470,
Kepler-612 b,Kepler-612,1,1,Transit,5507.00,1.56,0.97,,,2.019,4.04,,0.2550
Kepler-612 b,Kepler-612,1,1,Transit,5507.00,1.56,0.97,,,2.019,4.04,,0.2550
Kepler-612 b,Kepler-612,1,1,Transit,5620.00,1.51,,,,,,,
Kepler-612 b,Kepler-612,1,1,Transit,5617.00,0.81,0.90,-0.220,[Fe/H],,4.57,,
Kepler-612 b,Kepler-612,1,1,Transit,5618.00,0.81,0.88,-0.220,[Fe/H],,4.57,,
Kepler-612 b,Kepler-612,1,1,Transit,5618.00,0.81,0.88,-0.220,[Fe/H],,4.57,,
Kepler-612 b,Kepler-612,1,1,Transit,5618.00,0.81,0.88,-0.220,[Fe/H],,4.57,,
Kepler-613 b,Kepler-613,1,1,Transit,5941.00,0.91,1.00,-0.140,[Fe/H],,4.52,,
Kepler-613 b,Kepler-613,1,1,Transit,5941.00,0.91,1.00,-0.140,[Fe/H],,4.52,,
Kepler-613 b,Kepler-613,1,1,Transit,5938.00,0.91,1.02,,,,4.53,0.300,
Kepler-613 b,Kepler-613,1,1,Transit,5635.00,0.98,1.00,,,0.877,4.45,,1.0541
Kepler-613 b,Kepler-613,1,1,Transit,5941.00,0.91,1.00,-0.140,[Fe/H],,4.52,,
Kepler-613 b,Kepler-613,1,1,Transit,5723.00,0.96,0.98,-0.010,[Fe/H],,4.47,4.270,
Kepler-613 b,Kepler-613,1,1,Transit,5956.00,0.94,,,,,,,
Kepler-613 b,Kepler-613,1,1,Transit,5941.00,0.91,1.00,-0.140,[Fe/H],,4.52,,
Kepler-613 b,Kepler-613,1,1,Transit,5635.00,0.98,1.00,,,0.877,4.45,,1.0541
Kepler-614 b,Kepler-614,1,1,Transit,5286.00,0.84,0.79,,,,4.48,14.000,
Kepler-614 b,Kepler-614,1,1,Transit,5268.00,0.81,0.85,-0.070,[Fe/H],,4.55,4.790,
Kepler-614 b,Kepler-614,1,1,Transit,5262.93,0.74,0.90,-0.090,[M/H],0.382,4.65,,2.1944
Kepler-614 b,Kepler-614,1,1,Transit,5262.93,0.74,0.90,-0.090,[M/H],0.382,4.65,,2.1944
Kepler-614 b,Kepler-614,1,1,Transit,5258.00,0.79,0.73,-0.320,[Fe/H],,4.51,,
Kepler-614 b,Kepler-614,1,1,Transit,5258.00,0.79,0.73,-0.320,[Fe/H],,4.51,,
Kepler-614 b,Kepler-614,1,1,Transit,5258.00,0.79,0.73,-0.320,[Fe/H],,4.51,,
Kepler-614 b,Kepler-614,1,1,Transit,5258.00,0.79,0.73,-0.320,[Fe/H],,4.51,,
Kepler-614 b,Kepler-614,1,1,Transit,5260.00,0.76,,,,,,,
Kepler-615 b,Kepler-615,1,1,Transit,4646.00,0.78,0.76,0.340,[Fe/H],,4.54,,
Kepler-615 b,Kepler-615,1,1,Transit,4523.00,0.54,0.54,-0.980,[Fe/H],,4.70,,
Kepler-615 b,Kepler-615,1,1,Transit,4523.00,0.54,0.54,-0.980,[Fe/H],,4.70,,
Kepler-615 b,Kepler-615,1,1,Transit,,,,,,,,,
Kepler-615 b,Kepler-615,1,1,Transit,4677.00,0.64,0.67,,,,4.65,13.900,
Kepler-615 b,Kepler-615,1,1,Transit,,,,,,,,,
Kepler-615 b,Kepler-615,1,1,Transit,4655.00,0.69,0.73,-0.070,[Fe/H],,4.62,3.720,
Kepler-615 b,Kepler-615,1,1,Transit,4523.00,0.54,0.54,-0.980,[Fe/H],,4.70,,
Kepler-616 b,Kepler-616,1,2,Transit,5556.24,0.95,0.98,0.180,[M/H],0.774,4.47,,1.1460
Kepler-616 b,Kepler-616,1,2,Transit,6004.00,0.98,1.06,-0.020,[Fe/H],,4.48,,
Kepler-616 b,Kepler-616,1,2,Transit,5556.24,0.95,0.98,0.180,[M/H],0.774,4.47,,1.1460
Kepler-616 b,Kepler-616,1,2,Transit,5753.00,0.97,0.98,-0.020,[Fe/H],,4.46,3.890,
Kepler-616 b,Kepler-616,1,2,Transit,5969.00,0.92,1.02,,,,4.52,0.400,
Kepler-616 b,Kepler-616,1,2,Transit,6004.00,0.98,1.06,-0.020,[Fe/H],,4.48,,
Kepler-616 b,Kepler-616,1,2,Transit,6004.00,0.98,1.06,-0.020,[Fe/H],,4.48,,
Kepler-616 b,Kepler-616,1,2,Transit,6004.00,0.98,1.06,-0.020,[Fe/H],,4.48,,
Kepler-616 c,Kepler-616,1,2,Transit,6004.00,0.98,1.06,-0.020,[Fe/H],,4.48,,
Kepler-616 c,Kepler-616,1,2,Transit,5556.24,0.95,0.98,0.180,[M/H],0.774,4.47,,1.1460
Kepler-616 c,Kepler-616,1,2,Transit,5556.24,0.95,0.98,0.180,[M/H],0.774,4.47,,1.1460
Kepler-616 c,Kepler-616,1,2,Transit,5969.00,0.92,1.02,,,,4.52,0.400,
Kepler-616 c,Kepler-616,1,2,Transit,6004.00,0.98,1.06,-0.020,[Fe/H],,4.48,,
Kepler-616 c,Kepler-616,1,2,Transit,6004.00,0.98,1.06,-0.020,[Fe/H],,4.48,,
Kepler-616 c,Kepler-616,1,2,Transit,6004.00,0.98,1.06,-0.020,[Fe/H],,4.48,,
Kepler-616 c,Kepler-616,1,2,Transit,5753.00,0.97,0.98,-0.020,[Fe/H],,4.46,3.890,
Kepler-617 b,Kepler-617,1,1,Transit,3691.00,0.54,0.54,0.063,[M/H],0.050,4.70,,3.3495
Kepler-617 b,Kepler-617,1,1,Transit,3670.00,0.54,,,,,,,
Kepler-617 b,Kepler-617,1,1,Transit,3669.00,0.47,0.49,0.000,[Fe/H],,4.79,,
Kepler-617 b,Kepler-617,1,1,Transit,3678.00,0.47,0.49,0.000,[Fe/H],,4.78,,
Kepler-617 b,Kepler-617,1,1,Transit,3712.00,0.48,0.51,-0.070,[Fe/H],,4.77,3.980,
Kepler-617 b,Kepler-617,1,1,Transit,3678.00,0.47,0.49,0.000,[Fe/H],,4.78,,
Kepler-617 b,Kepler-617,1,1,Transit,3890.00,0.50,0.52,,,,4.75,13.800,
Kepler-617 b,Kepler-617,1,1,Transit,3691.00,0.54,0.54,0.063,[M/H],0.050,4.70,,3.3495
Kepler-617 b,Kepler-617,1,1,Transit,3678.00,0.47,0.49,0.000,[Fe/H],,4.78,,
Kepler-618 b,Kepler-618,1,1,Transit,6108.00,1.01,1.05,-0.080,[Fe/H],,4.45,,
Kepler-618 b,Kepler-618,1,1,Transit,6108.00,1.01,1.05,-0.080,[Fe/H],,4.45,,
Kepler-618 b,Kepler-618,1,1,Transit,6108.00,1.01,1.05,-0.080,[Fe/H],,4.45,,
Kepler-618 b,Kepler-618,1,1,Transit,6086.00,1.01,1.05,,,,4.45,2.000,
